track_id,frames_checked,centroid_identity_errors,large_step_jumps,max_step_px,median_step_px,large_step_threshold_px,passed
1,30,0,0,14.866068747318506,0.0,30.0,True
2,30,0,1,30.886890422961002,3.2015621187164243,30.0,False
3,30,0,0,5.0,0.7071067811865476,30.0,True
4,30,0,0,16.76305461424021,0.0,30.0,True
5,30,0,0,8.246211251235321,0.0,30.0,True
6,30,0,0,8.54400374531753,0.0,30.0,True
7,30,0,0,12.041594578792296,0.0,30.0,True
8,30,0,0,11.884864324004713,0.0,30.0,True
9,30,0,0,15.297058540778355,0.0,30.0,True
10,30,0,0,13.416407864998739,0.0,30.0,True
11,30,0,0,12.36931687685298,0.0,30.0,True
12,30,0,0,8.0,0.0,30.0,True
13,30,0,0,6.708203932499369,0.0,30.0,True
14,30,0,0,9.486832980505138,0.0,30.0,True
15,30,0,0,9.0,0.0,30.0,True
16,30,0,0,14.866068747318506,0.0,30.0,True
17,30,0,0,21.93171219946131,2.0,30.0,True
18,30,0,0,10.198039027185569,2.23606797749979,30.0,True
19,30,0,0,10.198039027185569,1.0,30.0,True
20,30,0,0,7.810249675906654,0.0,30.0,True
21,30,0,0,7.0710678118654755,1.0,30.0,True
22,30,0,0,14.035668847618199,0.0,30.0,True
23,30,0,0,7.615773105863909,0.0,30.0,True
24,30,0,0,15.132745950421556,1.8027756377319946,30.0,True
25,30,0,0,19.026297590440446,0.0,30.0,True
26,30,0,0,13.038404810405298,0.0,30.0,True
27,30,0,0,9.433981132056603,2.23606797749979,30.0,True
28,10,0,1,37.48332962798263,0.0,30.0,False
29,15,0,0,17.46424919657298,10.975334750883977,65.85200850530387,True
31,4,0,0,29.832867780352597,12.727922061357855,76.36753236814712,True
32,26,0,0,6.082762530298219,0.0,30.0,True
34,26,0,0,21.02379604162864,2.0,30.0,True
36,30,0,0,9.219544457292887,0.0,30.0,True
37,30,0,0,11.40175425099138,3.0,30.0,True
